match_id,match,teamInnings,battingPos,batsmanName,out/not_out,runs,balls,4s,6s,SR
T204808,Mumbai Vs Punjab Kings,Mumbai,8,JayantYadav,not_out,0,0,0,0,-
T204808,Mumbai Vs Punjab Kings,Punjab Kings,1,KLRahul,not_out,60,52,3,3,115.38
T204808,Mumbai Vs Punjab Kings,Punjab Kings,2,MayankAgarwal,out,25,20,4,1,125.00
T204808,Mumbai Vs Punjab Kings,Punjab Kings,3,ChrisGayle,not_out,43,35,5,2,122.85
T201545,Royals Vs RCB,Royals,1,JosButtler,out,8,8,2,0,100.00
T201545,Royals Vs RCB,Royals,2,MananVohra,out,7,9,1,0,77.77
T201545,Royals Vs RCB,Royals,3,SanjuSamson,out,21,18,2,1,116.66
T201545,Royals Vs RCB,Royals,4,DavidMiller,out,0,2,0,0,0.00
T201545,Royals Vs RCB,Royals,5,ShivamDube,out,46,32,5,2,143.75
T201545,Royals Vs RCB,Royals,6,RiyanParag,out,25,16,4,0,156.25
T201545,Royals Vs RCB,Royals,7,RahulTewatia,out,40,23,4,2,173.91
T201545,Royals Vs RCB,Royals,8,ChrisMorris,out,10,7,0,1,142.85
T201545,Royals Vs RCB,Royals,9,ShreyasGopal,not_out,7,4,0,1,175.00
T201545,Royals Vs RCB,Royals,10,ChetanSakariya,out,0,1,0,0,0.00
T201545,Royals Vs RCB,Royals,11,MustafizurRahman,not_out,0,0,0,0,-
T201545,Royals Vs RCB,RCB,1,ViratKohli,not_out,72,47,6,3,153.19
T201545,Royals Vs RCB,RCB,2,DevduttPadikkal,not_out,101,52,11,6,194.23
T202233,Super Kings Vs KKR,Super Kings,1,RuturajGaikwad,out,64,42,6,4,152.38
T202233,Super Kings Vs KKR,Super Kings,2,FafduPlessis,not_out,95,60,9,4,158.33
T202233,Super Kings Vs KKR,Super Kings,3,MoeenAli,out,25,12,2,2,208.33
T202233,Super Kings Vs KKR,Super Kings,4,MSDhoni,out,17,8,2,1,212.50
T202233,Super Kings Vs KKR,Super Kings,5,RavindraJadeja,not_out,6,1,0,1,600.00
T202233,Super Kings Vs KKR,KKR,1,NitishRana,out,9,12,2,0,75.00
T202233,Super Kings Vs KKR,KKR,2,ShubmanGill,out,0,1,0,0,0.00
T202233,Super Kings Vs KKR,KKR,3,RahulTripathi,out,8,9,1,0,88.88
T202233,Super Kings Vs KKR,KKR,4,EoinMorgan,out,7,7,1,0,100.00
T202233,Super Kings Vs KKR,KKR,5,SunilNarine,out,4,3,1,0,133.33
T202233,Super Kings Vs KKR,KKR,6,DineshKarthik,out,40,24,4,2,166.66
T202233,Super Kings Vs KKR,KKR,7,AndreRussell,out,54,22,3,6,245.45
T202233,Super Kings Vs KKR,KKR,8,PatCummins,not_out,66,34,4,6,194.11
T202233,Super Kings Vs KKR,KKR,9,KamleshNagarkoti,out,0,2,0,0,0.00
T202233,Super Kings Vs KKR,KKR,10,VarunChakravarthy,out,0,1,0,0,0.00
T202233,Super Kings Vs KKR,KKR,11,PrasidhKrishna,out,0,1,0,0,0.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,1,KLRahul,out,4,6,0,0,66.66
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,2,MayankAgarwal,out,22,25,2,0,88.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,3,ChrisGayle,out,15,17,2,0,88.23
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,4,NicholasPooran,out,0,0,0,0,-
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,5,DeepakHooda,out,13,11,2,0,118.18
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,6,MoisesHenriques,out,14,17,0,0,82.35
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,7,MShahrukhKhan,out,22,17,0,2,129.41
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,8,FabianAllen,out,6,11,0,0,54.54
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,9,MuruganAshwin,out,9,10,1,0,90.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,10,MohammedShami,out,3,3,0,0,100.00
T204912,Punjab Kings Vs Sunrisers,Punjab Kings,11,ArshdeepSingh,not_out,1,2,0,0,50.00
T204912,Punjab Kings Vs Sunrisers,Sunrisers,1,DavidWarner,out,37,37,3,1,100.00
T204912,Punjab Kings Vs Sunrisers,Sunrisers,2,JonnyBairstow,not_out,63,56,3,3,112.50
T204912,Punjab Kings Vs Sunrisers,Sunrisers,3,KaneWilliamson,not_out,16,19,0,0,84.21
T207273,Mumbai Vs Capitals,Mumbai,1,RohitSharma,out,44,30,3,3,146.66
T207273,Mumbai Vs Capitals,Mumbai,2,QuintondeKock,out,2,4,0,0,50.00
T207273,Mumbai Vs Capitals,Mumbai,3,SuryakumarYadav,out,24,15,4,0,160.00
T207273,Mumbai Vs Capitals,Mumbai,4,IshanKishan,out,26,28,1,1,92.85
T207273,Mumbai Vs Capitals,Mumbai,5,HardikPandya,out,0,1,0,0,0.00
T207273,Mumbai Vs Capitals,Mumbai,6,KrunalPandya,out,1,5,0,0,20.00
T207273,Mumbai Vs Capitals,Mumbai,7,KieronPollard,out,2,5,0,0,40.00
T207273,Mumbai Vs Capitals,Mumbai,8,JayantYadav,out,23,22,1,0,104.54
T207273,Mumbai Vs Capitals,Mumbai,9,RahulChahar,out,6,6,1,0,100.00
T207273,Mumbai Vs Capitals,Mumbai,10,JaspritBumrah,not_out,3,3,0,0,100.00
T207273,Mumbai Vs Capitals,Mumbai,11,TrentBoult,not_out,1,1,0,0,100.00
T207273,Mumbai Vs Capitals,Capitals,1,PrithviShaw,out,7,5,1,0,140.00
T207273,Mumbai Vs Capitals,Capitals,2,ShikharDhawan,out,45,42,5,1,107.14
T207273,Mumbai Vs Capitals,Capitals,3,StevenSmith,out,33,29,4,0,113.79
T207273,Mumbai Vs Capitals,Capitals,4,LalitYadav,not_out,22,25,1,0,88.00
T207273,Mumbai Vs Capitals,Capitals,5,RishabhPant,out,7,8,1,0,87.50
T207273,Mumbai Vs Capitals,Capitals,6,ShimronHetmyer,not_out,14,9,2,0,155.55
T209089,Super Kings Vs Royals,Super Kings,1,RuturajGaikwad,out,10,13,1,0,76.92
T209089,Super Kings Vs Royals,Super Kings,2,FafduPlessis,out,33,17,4,2,194.11
T209089,Super Kings Vs Royals,Super Kings,3,MoeenAli,out,26,20,1,2,130.00
T209089,Super Kings Vs Royals,Super Kings,4,SureshRaina,out,18,15,1,1,120.00
T209089,Super Kings Vs Royals,Super Kings,5,AmbatiRayudu,out,27,17,0,3,158.82
T209089,Super Kings Vs Royals,Super Kings,6,RavindraJadeja,out,8,7,1,0,114.28
T209089,Super Kings Vs Royals,Super Kings,7,MSDhoni,out,18,17,2,0,105.88
T209089,Super Kings Vs Royals,Super Kings,8,SamCurran,out,13,6,0,1,216.66
T209089,Super Kings Vs Royals,Super Kings,9,DwayneBravo,not_out,20,8,2,1,250.00
T209089,Super Kings Vs Royals,Super Kings,10,ShardulThakur,out,1,1,0,0,100.00
T209089,Super Kings Vs Royals,Super Kings,11,DeepakChahar,not_out,0,0,0,0,-
T209089,Super Kings Vs Royals,Royals,1,JosButtler,out,49,35,5,2,140.00
T209089,Super Kings Vs Royals,Royals,2,MananVohra,out,14,11,1,1,127.27
T209089,Super Kings Vs Royals,Royals,3,SanjuSamson,out,1,5,0,0,20.00
T209089,Super Kings Vs Royals,Royals,4,ShivamDube,out,17,20,2,0,85.00
T209089,Super Kings Vs Royals,Royals,5,DavidMiller,out,2,5,0,0,40.00
T209089,Super Kings Vs Royals,Royals,6,RiyanParag,out,3,7,0,0,42.85
T209089,Super Kings Vs Royals,Royals,7,RahulTewatia,out,20,15,0,2,133.33
T209089,Super Kings Vs Royals,Royals,8,ChrisMorris,out,0,2,0,0,0.00
T209089,Super Kings Vs Royals,Royals,9,JaydevUnadkat,out,24,17,2,1,141.17
T209089,Super Kings Vs Royals,Royals,10,ChetanSakariya,not_out,0,0,0,0,-
T209089,Super Kings Vs Royals,Royals,11,MustafizurRahman,not_out,0,4,0,0,0.00
T209593,Punjab Kings Vs Capitals,Punjab Kings,1,KLRahul,out,61,51,7,2,119.60
T209593,Punjab Kings Vs Capitals,Punjab Kings,2,MayankAgarwal,out,69,36,7,4,191.66
T209593,Punjab Kings Vs Capitals,Punjab Kings,3,ChrisGayle,out,11,9,0,1,122.22
T209593,Punjab Kings Vs Capitals,Punjab Kings,4,DeepakHooda,not_out,22,13,0,2,169.23
T209593,Punjab Kings Vs Capitals,Punjab Kings,5,NicholasPooran,out,9,8,1,0,112.50
T209593,Punjab Kings Vs Capitals,Punjab Kings,6,MShahrukhKhan,not_out,15,5,2,1,300.00
T209593,Punjab Kings Vs Capitals,Capitals,1,PrithviShaw,out,32,17,3,2,188.23
T209593,Punjab Kings Vs Capitals,Capitals,2,ShikharDhawan,out,92,49,13,2,187.75
T209593,Punjab Kings Vs Capitals,Capitals,3,StevenSmith,out,9,12,0,0,75.00
T209593,Punjab Kings Vs Capitals,Capitals,4,RishabhPant,out,15,16,0,1,93.75
T209593,Punjab Kings Vs Capitals,Capitals,5,MarcusStoinis,not_out,27,13,3,1,207.69
T209593,Punjab Kings Vs Capitals,Capitals,6,LalitYadav,not_out,12,6,2,0,200.00
T202791,RCB Vs KKR,RCB,1,ViratKohli,out,5,6,1,0,83.33
T202791,RCB Vs KKR,RCB,2,DevduttPadikkal,out,25,28,2,0,89.28
T202791,RCB Vs KKR,RCB,3,RajatPatidar,out,1,2,0,0,50.00
T202791,RCB Vs KKR,RCB,4,GlennMaxwell,out,78,49,9,3,159.18
T202791,RCB Vs KKR,RCB,5,ABdeVilliers,not_out,76,34,9,3,223.52
T202791,RCB Vs KKR,RCB,6,KyleJamieson,not_out,11,4,1,1,275.00
T202791,RCB Vs KKR,KKR,1,NitishRana,out,18,11,2,1,163.63
T202791,RCB Vs KKR,KKR,2,ShubmanGill,out,21,9,2,2,233.33
T202791,RCB Vs KKR,KKR,3,RahulTripathi,out,25,20,5,0,125.00
T202791,RCB Vs KKR,KKR,4,EoinMorgan,out,29,23,1,2,126.08
T202791,RCB Vs KKR,KKR,5,DineshKarthik,out,2,5,0,0,40.00
T202791,RCB Vs KKR,KKR,6,ShakibAlHasan,out,26,25,1,1,104.00
T202791,RCB Vs KKR,KKR,7,AndreRussell,out,31,20,3,2,155.00
T202791,RCB Vs KKR,KKR,8,PatCummins,out,6,2,0,1,300.00
T202791,RCB Vs KKR,KKR,9,HarbhajanSingh,not_out,2,2,0,0,100.00
T202791,RCB Vs KKR,KKR,10,VarunChakravarthy,not_out,2,3,0,0,66.66
T201372,Mumbai Vs Sunrisers,Mumbai,1,QuintondeKock,out,40,39,5,0,102.56
T201372,Mumbai Vs Sunrisers,Mumbai,2,RohitSharma,out,32,25,2,2,128.00
T201372,Mumbai Vs Sunrisers,Mumbai,3,SuryakumarYadav,out,10,6,1,1,166.66
T201372,Mumbai Vs Sunrisers,Mumbai,4,IshanKishan,out,12,21,0,0,57.14
T201372,Mumbai Vs Sunrisers,Mumbai,5,KieronPollard,not_out,35,22,1,3,159.09
T201372,Mumbai Vs Sunrisers,Mumbai,6,HardikPandya,out,7,5,1,0,140.00
T201372,Mumbai Vs Sunrisers,Mumbai,7,KrunalPandya,not_out,3,3,0,0,100.00
T201372,Mumbai Vs Sunrisers,Sunrisers,1,DavidWarner,out,36,34,2,2,105.88
T201372,Mumbai Vs Sunrisers,Sunrisers,2,JonnyBairstow,out,43,22,3,4,195.45
T201372,Mumbai Vs Sunrisers,Sunrisers,3,ManishPandey,out,2,7,0,0,28.57
T201372,Mumbai Vs Sunrisers,Sunrisers,4,ViratSingh,out,11,12,1,0,91.66
T201372,Mumbai Vs Sunrisers,Sunrisers,5,VijayShankar,out,28,25,0,2,112.00
T201372,Mumbai Vs Sunrisers,Sunrisers,6,AbhishekSharma,out,2,4,0,0,50.00
T201372,Mumbai Vs Sunrisers,Sunrisers,7,AbdulSamad,out,7,8,1,0,87.50
T201372,Mumbai Vs Sunrisers,Sunrisers,8,RashidKhan,out,0,1,0,0,0.00
T201372,Mumbai Vs Sunrisers,Sunrisers,9,BhuvneshwarKumar,out,1,2,0,0,50.00
T201372,Mumbai Vs Sunrisers,Sunrisers,10,MujeebUrRahman,not_out,1,1,0,0,100.00
T201372,Mumbai Vs Sunrisers,Sunrisers,11,KhaleelAhmed,out,1,2,0,0,50.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,1,KLRahul,out,5,7,1,0,71.42
T205292,Punjab Kings Vs Super Kings,Punjab Kings,2,MayankAgarwal,out,0,2,0,0,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,3,ChrisGayle,out,10,10,2,0,100.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,4,DeepakHooda,out,10,15,1,0,66.66
T205292,Punjab Kings Vs Super Kings,Punjab Kings,5,NicholasPooran,out,0,2,0,0,0.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,6,MShahrukhKhan,out,47,36,4,2,130.55
T205292,Punjab Kings Vs Super Kings,Punjab Kings,7,JhyeRichardson,out,15,22,2,0,68.18
T205292,Punjab Kings Vs Super Kings,Punjab Kings,8,MuruganAshwin,out,6,14,0,0,42.85
T205292,Punjab Kings Vs Super Kings,Punjab Kings,9,MohammedShami,not_out,9,12,0,0,75.00
T205292,Punjab Kings Vs Super Kings,Punjab Kings,10,RileyMeredith,not_out,0,0,0,0,-
T205292,Punjab Kings Vs Super Kings,Super Kings,1,RuturajGaikwad,out,5,16,0,0,31.25
T205292,Punjab Kings Vs Super Kings,Super Kings,2,FafduPlessis,not_out,36,33,3,1,109.09
T205292,Punjab Kings Vs Super Kings,Super Kings,3,MoeenAli,out,46,31,7,1,148.38
T205292,Punjab Kings Vs Super Kings,Super Kings,4,SureshRaina,out,8,9,1,0,88.88
T205292,Punjab Kings Vs Super Kings,Super Kings,5,AmbatiRayudu,out,0,1,0,0,0.00
T205292,Punjab Kings Vs Super Kings,Super Kings,6,SamCurran,not_out,5,4,1,0,125.00
T203570,Capitals Vs Royals,Capitals,1,PrithviShaw,out,2,5,0,0,40.00
T203570,Capitals Vs Royals,Capitals,2,ShikharDhawan,out,9,11,1,0,81.81
T203570,Capitals Vs Royals,Capitals,3,AjinkyaRahane,out,8,8,1,0,100.00
T203570,Capitals Vs Royals,Capitals,4,RishabhPant,out,51,32,9,0,159.37
T203570,Capitals Vs Royals,Capitals,5,MarcusStoinis,out,0,5,0,0,0.00
T203570,Capitals Vs Royals,Capitals,6,LalitYadav,out,20,24,3,0,83.33
T203570,Capitals Vs Royals,Capitals,7,TomCurran,out,21,16,2,0,131.25
T203570,Capitals Vs Royals,Capitals,8,ChrisWoakes,not_out,15,11,2,0,136.36
T203570,Capitals Vs Royals,Capitals,9,RavichandranAshwin,out,7,4,1,0,175.00
T203570,Capitals Vs Royals,Capitals,10,KagisoRabada,not_out,9,4,1,0,225.00
T203570,Capitals Vs Royals,Royals,1,JosButtler,out,2,7,0,0,28.57
T203570,Capitals Vs Royals,Royals,2,MananVohra,out,9,11,2,0,81.81
T203570,Capitals Vs Royals,Royals,3,SanjuSamson,out,4,3,1,0,133.33
T203570,Capitals Vs Royals,Royals,4,ShivamDube,out,2,7,0,0,28.57
T203570,Capitals Vs Royals,Royals,5,DavidMiller,out,62,43,7,2,144.18
T203570,Capitals Vs Royals,Royals,6,RiyanParag,out,2,5,0,0,40.00
T203570,Capitals Vs Royals,Royals,7,RahulTewatia,out,19,17,2,0,111.76
T203570,Capitals Vs Royals,Royals,8,ChrisMorris,not_out,36,18,0,4,200.00
T203570,Capitals Vs Royals,Royals,9,JaydevUnadkat,not_out,11,7,0,1,157.14
T202204,RCB Vs Sunrisers,RCB,1,ViratKohli,out,33,29,4,0,113.79
T202204,RCB Vs Sunrisers,RCB,2,DevduttPadikkal,out,11,13,2,0,84.61
T202204,RCB Vs Sunrisers,RCB,3,ShahbazAhmed,out,14,10,0,1,140.00
T202204,RCB Vs Sunrisers,RCB,4,GlennMaxwell,out,59,41,5,3,143.90
T202204,RCB Vs Sunrisers,RCB,5,ABdeVilliers,out,1,5,0,0,20.00
T202204,RCB Vs Sunrisers,RCB,6,WashingtonSundar,out,8,11,1,0,72.72
T202204,RCB Vs Sunrisers,RCB,7,DanChristian,out,1,2,0,0,50.00
T202204,RCB Vs Sunrisers,RCB,8,KyleJamieson,out,12,9,2,0,133.33
T202204,RCB Vs Sunrisers,RCB,9,HarshalPatel,not_out,0,0,0,0,-
T202204,RCB Vs Sunrisers,Sunrisers,1,WriddhimanSaha,out,1,9,0,0,11.11
T202204,RCB Vs Sunrisers,Sunrisers,2,DavidWarner,out,54,37,7,1,145.94
T202204,RCB Vs Sunrisers,Sunrisers,3,ManishPandey,out,38,39,2,2,97.43
T202204,RCB Vs Sunrisers,Sunrisers,4,JonnyBairstow,out,12,13,1,0,92.30
T202204,RCB Vs Sunrisers,Sunrisers,5,AbdulSamad,out,0,2,0,0,0.00
T202204,RCB Vs Sunrisers,Sunrisers,6,VijayShankar,out,3,5,0,0,60.00
T202204,RCB Vs Sunrisers,Sunrisers,7,JasonHolder,out,4,5,0,0,80.00
T202204,RCB Vs Sunrisers,Sunrisers,8,RashidKhan,out,17,9,1,1,188.88
T202204,RCB Vs Sunrisers,Sunrisers,9,BhuvneshwarKumar,not_out,2,2,0,0,100.00
T202204,RCB Vs Sunrisers,Sunrisers,10,ShahbazNadeem,out,0,1,0,0,0.00
T202204,RCB Vs Sunrisers,Sunrisers,11,TNatarajan,not_out,0,0,0,0,-
T209194,Mumbai Vs KKR,Mumbai,1,RohitSharma,out,43,32,3,1,134.37
T209194,Mumbai Vs KKR,Mumbai,2,QuintondeKock,out,2,6,0,0,33.33
T209194,Mumbai Vs KKR,Mumbai,3,SuryakumarYadav,out,56,36,7,2,155.55
T209194,Mumbai Vs KKR,Mumbai,4,IshanKishan,out,1,3,0,0,33.33
T209194,Mumbai Vs KKR,Mumbai,5,HardikPandya,out,15,17,2,0,88.23
T209194,Mumbai Vs KKR,Mumbai,6,KieronPollard,out,5,8,1,0,62.50
T209194,Mumbai Vs KKR,Mumbai,7,KrunalPandya,out,15,9,3,0,166.66
T209194,Mumbai Vs KKR,Mumbai,8,MarcoJansen,out,0,1,0,0,0.00
T209194,Mumbai Vs KKR,Mumbai,9,RahulChahar,out,8,7,0,0,114.28
T209194,Mumbai Vs KKR,Mumbai,10,JaspritBumrah,out,0,1,0,0,0.00
T209194,Mumbai Vs KKR,Mumbai,11,TrentBoult,not_out,0,0,0,0,-
T209194,Mumbai Vs KKR,KKR,1,NitishRana,out,57,47,6,2,121.27
T209194,Mumbai Vs KKR,KKR,2,ShubmanGill,out,33,24,5,1,137.50
T209194,Mumbai Vs KKR,KKR,3,RahulTripathi,out,5,5,0,0,100.00
T209194,Mumbai Vs KKR,KKR,4,EoinMorgan,out,7,7,1,0,100.00
T209194,Mumbai Vs KKR,KKR,5,ShakibAlHasan,out,9,9,1,0,100.00
T209194,Mumbai Vs KKR,KKR,6,DineshKarthik,not_out,8,11,0,0,72.72
T209194,Mumbai Vs KKR,KKR,7,AndreRussell,out,9,15,1,0,60.00
T209194,Mumbai Vs KKR,KKR,8,PatCummins,out,0,1,0,0,0.00
T209194,Mumbai Vs KKR,KKR,9,HarbhajanSingh,not_out,2,2,0,0,100.00
T207896,Punjab Kings Vs Royals,Punjab Kings,1,KLRahul,out,91,50,7,5,182.00
T207896,Punjab Kings Vs Royals,Punjab Kings,2,MayankAgarwal,out,14,9,2,0,155.55
T207896,Punjab Kings Vs Royals,Punjab Kings,3,ChrisGayle,out,40,28,4,2,142.85
T207896,Punjab Kings Vs Royals,Punjab Kings,4,DeepakHooda,out,64,28,4,6,228.57
T207896,Punjab Kings Vs Royals,Punjab Kings,5,NicholasPooran,out,0,1,0,0,0.00
T207896,Punjab Kings Vs Royals,Punjab Kings,6,MShahrukhKhan,not_out,6,4,1,0,150.00
T207896,Punjab Kings Vs Royals,Punjab Kings,7,JhyeRichardson,out,0,2,0,0,0.00
T207896,Punjab Kings Vs Royals,Royals,1,BenStokes,out,0,3,0,0,0.00
T207896,Punjab Kings Vs Royals,Royals,2,MananVohra,out,12,8,1,1,150.00
T207896,Punjab Kings Vs Royals,Royals,3,SanjuSamson,out,119,63,12,7,188.88
T207896,Punjab Kings Vs Royals,Royals,4,JosButtler,out,25,13,5,0,192.30
T207896,Punjab Kings Vs Royals,Royals,5,ShivamDube,out,23,15,3,0,153.33
T207896,Punjab Kings Vs Royals,Royals,6,RiyanParag,out,25,11,1,3,227.27
T207896,Punjab Kings Vs Royals,Royals,7,RahulTewatia,out,2,4,0,0,50.00
T207896,Punjab Kings Vs Royals,Royals,8,ChrisMorris,not_out,2,4,0,0,50.00
T209178,KKR Vs Sunrisers,KKR,1,NitishRana,out,80,56,9,4,142.85
T209178,KKR Vs Sunrisers,KKR,2,ShubmanGill,out,15,13,1,1,115.38
T209178,KKR Vs Sunrisers,KKR,3,RahulTripathi,out,53,29,5,2,182.75
T209178,KKR Vs Sunrisers,KKR,4,AndreRussell,out,5,5,1,0,100.00
T209178,KKR Vs Sunrisers,KKR,5,EoinMorgan,out,2,3,0,0,66.66
T209178,KKR Vs Sunrisers,KKR,6,DineshKarthik,not_out,22,9,2,1,244.44
T209178,KKR Vs Sunrisers,KKR,7,ShakibAlHasan,out,3,5,0,0,60.00
T209178,KKR Vs Sunrisers,Sunrisers,1,WriddhimanSaha,out,7,6,0,1,116.66
T209178,KKR Vs Sunrisers,Sunrisers,2,DavidWarner,out,3,4,0,0,75.00
T209178,KKR Vs Sunrisers,Sunrisers,3,ManishPandey,not_out,61,44,2,3,138.63
T209178,KKR Vs Sunrisers,Sunrisers,4,JonnyBairstow,out,55,40,5,3,137.50
T209178,KKR Vs Sunrisers,Sunrisers,5,MohammadNabi,out,14,11,2,0,127.27
T209178,KKR Vs Sunrisers,Sunrisers,6,VijayShankar,out,11,7,0,1,157.14
T209178,KKR Vs Sunrisers,Sunrisers,7,AbdulSamad,not_out,19,8,0,2,237.50
T206363,Super Kings Vs Capitals,Super Kings,1,RuturajGaikwad,out,5,8,1,0,62.50
T206363,Super Kings Vs Capitals,Super Kings,2,FafduPlessis,out,0,3,0,0,0.00
T206363,Super Kings Vs Capitals,Super Kings,3,MoeenAli,out,36,24,4,2,150.00
T206363,Super Kings Vs Capitals,Super Kings,4,SureshRaina,out,54,36,3,4,150.00
T206363,Super Kings Vs Capitals,Super Kings,5,AmbatiRayudu,out,23,16,1,2,143.75
T206363,Super Kings Vs Capitals,Super Kings,6,RavindraJadeja,not_out,26,17,3,0,152.94
T206363,Super Kings Vs Capitals,Super Kings,7,MSDhoni,out,0,2,0,0,0.00
T206363,Super Kings Vs Capitals,Super Kings,8,SamCurran,out,34,15,4,2,226.66
T206363,Super Kings Vs Capitals,Capitals,1,PrithviShaw,out,72,38,9,3,189.47
T206363,Super Kings Vs Capitals,Capitals,2,ShikharDhawan,out,85,54,10,2,157.40
T206363,Super Kings Vs Capitals,Capitals,3,RishabhPant,not_out,15,12,2,0,125.00
T206363,Super Kings Vs Capitals,Capitals,4,MarcusStoinis,out,14,9,3,0,155.55
T206363,Super Kings Vs Capitals,Capitals,5,ShimronHetmyer,not_out,0,0,0,0,-
T203784,Mumbai Vs RCB,Mumbai,1,RohitSharma,out,19,15,1,1,126.66
T203784,Mumbai Vs RCB,Mumbai,2,ChrisLynn,out,49,35,4,3,140.00
T203784,Mumbai Vs RCB,Mumbai,3,SuryakumarYadav,out,31,23,4,1,134.78
T203784,Mumbai Vs RCB,Mumbai,4,IshanKishan,out,28,19,2,1,147.36
T203784,Mumbai Vs RCB,Mumbai,5,HardikPandya,out,13,10,2,0,130.00
T203784,Mumbai Vs RCB,Mumbai,6,KieronPollard,out,7,9,1,0,77.77
T203784,Mumbai Vs RCB,Mumbai,7,KrunalPandya,out,7,7,1,0,100.00
T203784,Mumbai Vs RCB,Mumbai,8,MarcoJansen,out,0,2,0,0,0.00
T203784,Mumbai Vs RCB,Mumbai,9,RahulChahar,out,0,0,0,0,-
T203784,Mumbai Vs RCB,Mumbai,10,JaspritBumrah,not_out,1,2,0,0,50.00
T203784,Mumbai Vs RCB,RCB,1,WashingtonSundar,out,10,16,0,0,62.50
T203784,Mumbai Vs RCB,RCB,2,ViratKohli,out,33,29,4,0,113.79
T203784,Mumbai Vs RCB,RCB,3,RajatPatidar,out,8,8,1,0,100.00
T203784,Mumbai Vs RCB,RCB,4,GlennMaxwell,out,39,28,3,2,139.28
T203784,Mumbai Vs RCB,RCB,5,ABdeVilliers,out,48,27,4,2,177.77
T203784,Mumbai Vs RCB,RCB,6,ShahbazAhmed,out,1,2,0,0,50.00
T203784,Mumbai Vs RCB,RCB,7,DanChristian,out,1,3,0,0,33.33
T203784,Mumbai Vs RCB,RCB,8,KyleJamieson,out,4,4,0,0,100.00
T203784,Mumbai Vs RCB,RCB,9,HarshalPatel,not_out,4,3,0,0,133.33
T203784,Mumbai Vs RCB,RCB,10,MohammedSiraj,not_out,0,1,0,0,0.00
T202715,Royals Vs Titans,Royals,1,YashasviJaiswal,out,22,16,1,2,137.50
T202715,Royals Vs Titans,Royals,2,JosButtler,out,39,35,5,0,111.42
T202715,Royals Vs Titans,Royals,3,SanjuSamson,out,14,11,2,0,127.27
T202715,Royals Vs Titans,Royals,4,DevduttPadikkal,out,2,10,0,0,20.00
T202715,Royals Vs Titans,Royals,5,ShimronHetmyer,out,11,12,2,0,91.66
T202715,Royals Vs Titans,Royals,6,RavichandranAshwin,out,6,9,0,0,66.66
T202715,Royals Vs Titans,Royals,7,RiyanParag,out,15,15,1,0,100.00
T202715,Royals Vs Titans,Royals,8,TrentBoult,out,11,7,0,1,157.14
T202715,Royals Vs Titans,Royals,9,ObedMcCoy,out,8,5,0,1,160.00
T202715,Royals Vs Titans,Royals,10,PrasidhKrishna,not_out,0,0,0,0,-
T202715,Royals Vs Titans,Titans,1,WriddhimanSaha,out,5,7,1,0,71.42
T202715,Royals Vs Titans,Titans,2,ShubmanGill,not_out,45,43,3,1,104.65
T202715,Royals Vs Titans,Titans,3,MatthewWade,out,8,10,0,1,80.00
T202715,Royals Vs Titans,Titans,4,HardikPandya,out,34,30,3,1,113.33
T202715,Royals Vs Titans,Titans,5,DavidMiller,not_out,32,19,3,1,168.42
T201109,RCB Vs Royals,RCB,1,ViratKohli,out,7,8,0,1,87.50
T201109,RCB Vs Royals,RCB,2,FafduPlessis,out,25,27,3,0,92.59
T201109,RCB Vs Royals,RCB,3,RajatPatidar,out,58,42,4,3,138.09
T201109,RCB Vs Royals,RCB,4,GlennMaxwell,out,24,13,1,2,184.61
T201109,RCB Vs Royals,RCB,5,MahipalLomror,out,8,10,0,0,80.00
T201109,RCB Vs Royals,RCB,6,DineshKarthik,out,6,7,0,0,85.71
T201109,RCB Vs Royals,RCB,7,ShahbazAhmed,not_out,12,8,1,1,150.00
T201109,RCB Vs Royals,RCB,8,WaninduHasaranga,out,0,1,0,0,0.00
T201109,RCB Vs Royals,RCB,9,HarshalPatel,out,1,2,0,0,50.00
T201109,RCB Vs Royals,RCB,10,JoshHazlewood,not_out,1,2,0,0,50.00
T201109,RCB Vs Royals,Royals,1,YashasviJaiswal,out,21,13,1,2,161.53
T201109,RCB Vs Royals,Royals,2,JosButtler,not_out,106,60,10,6,176.66
T201109,RCB Vs Royals,Royals,3,SanjuSamson,out,23,21,1,2,109.52
T201109,RCB Vs Royals,Royals,4,DevduttPadikkal,out,9,12,0,0,75.00
T201109,RCB Vs Royals,Royals,5,ShimronHetmyer,not_out,2,3,0,0,66.66
T207136,RCB Vs Super Giants,RCB,1,ViratKohli,out,25,24,2,0,104.16
